FeatureName,Year,Value,Energy Type,Energy Consuming Sector
East Renfrewshire,2020,2.229,Manufactured Fuels,All
East Renfrewshire,2020,65.657,Electricity,Industrial & Commercial
East Ayrshire,2020,203.456,Electricity,Industrial & Commercial
City of Edinburgh,2020,1991.377,Petroleum Products,Road Transport
City of Edinburgh,2020,38.897,Petroleum Products,Rail
City of Edinburgh,2020,3225.037,All,Industrial & Commercial
Angus,2020,0,Coal,Agriculture
Angus,2020,491.093,Electricity,All
Angus,2020,769.814,All,Transport
East Ayrshire,2020,138.287,Gas,Commercial
Angus,2020,0.24,Coal,Public Sector
City of Edinburgh,2020,623.113,Electricity,Industrial
East Ayrshire,2020,108.369,Electricity,Industrial
East Renfrewshire,2020,0,Coal,Industrial
East Renfrewshire,2020,62.421,Gas,Industrial
Perth and Kinross,2020,8.47,Manufactured Fuels,All
Perth and Kinross,2020,0.69,Coal,Public Sector
Midlothian,2020,3.302,Manufactured Fuels,Domestic
Perth and Kinross,2020,0.491,Coal,Commercial
Midlothian,2020,1.631,Coal,Domestic
Perth and Kinross,2020,6.045,Coal,Industrial
South Lanarkshire,2020,1.161,Petroleum Products,Commercial
Midlothian,2020,0,Coal,Rail
Perth and Kinross,2020,1568.785,Petroleum Products,Road Transport
Midlothian,2020,6.57,Petroleum Products,Rail
South Lanarkshire,2020,120.876,Bioenergy & Wastes,Road Transport
South Lanarkshire,2020,1965.366,Petroleum Products,Road Transport
Midlothian,2020,534.031,Gas,Domestic
South Lanarkshire,2020,0.504,Coal,Public Sector
South Lanarkshire,2020,0,Coal,Rail
Midlothian,2020,429.717,Petroleum Products,Road Transport
City of Edinburgh,2020,10.545,Petroleum Products,Agriculture
East Ayrshire,2020,691.752,Petroleum Products,Road Transport
Angus,2020,839.987,All,Industrial & Commercial
City of Edinburgh,2020,2031.651,Electricity,All
Angus,2020,699.963,Petroleum Products,Road Transport
Angus,2020,0,Petroleum Products,Public Sector
Angus,2020,164.099,Gas,Commercial
East Ayrshire,2020,38.627,Coal,All
East Renfrewshire,2020,0,Coal,Public Sector
East Ayrshire,2020,3.806,Coal,Domestic
Angus,2020,0.018,Coal,Rail
City of Edinburgh,2020,2.844,Coal,Domestic
Angus,2020,5.598,Manufactured Fuels,Domestic
City of Edinburgh,2020,190.418,Bioenergy & Wastes,All
East Renfrewshire,2020,15.528,Petroleum Products,Agriculture
City of Edinburgh,2020,10.844,Coal,Industrial
City of Edinburgh,2020,0.153,Coal,Commercial
East Renfrewshire,2020,1550.65,All,All
East Ayrshire,2020,394.22,Electricity,All
City of Edinburgh,2020,861.801,Electricity,Domestic
East Renfrewshire,2020,30.685,Electricity,Commercial
East Ayrshire,2020,736.406,All,Transport
East Renfrewshire,2020,460.538,Petroleum Products,Road Transport
East Ayrshire,2020,190.764,Electricity,Domestic
City of Edinburgh,2020,0.118,Manufactured Fuels,Industrial
East Ayrshire,2020,34.112,Coal,Industrial
Angus,2020,254.948,Electricity,Industrial & Commercial
City of Edinburgh,2020,24.467,Bioenergy & Wastes,Commercial
City of Edinburgh,2020,975.3,Gas,Industrial
City of Edinburgh,2020,4677.436,Gas,All
East Ayrshire,2020,1034.22,All,Domestic
Angus,2020,1043.882,Petroleum Products,All
Angus,2020,989.318,All,Domestic
Angus,2020,15.008,Bioenergy & Wastes,Industrial
East Renfrewshire,2020,0.742,Coal,All
East Ayrshire,2020,0.489,Petroleum Products,Commercial
City of Edinburgh,2020,115.971,Bioenergy & Wastes,Road Transport
Stirling,2020,4.492,Manufactured Fuels,Domestic
Stirling,2020,115.428,Electricity,Commercial
Fife,2020,170.671,Bioenergy & Wastes,All
Inverclyde,2020,0,Bioenergy & Wastes,Industrial
Stirling,2020,66.099,Petroleum Products,Domestic
Stirling,2020,1757.55,All,Industrial & Commercial
Inverclyde,2020,1.666,Manufactured Fuels,All
Stirling,2020,747.472,Bioenergy & Wastes,All
Inverclyde,2020,0.196,Manufactured Fuels,Industrial
Fife,2020,0,Coal,Rail
Inverclyde,2020,0.012,Coal,Commercial
Fife,2020,0.263,Coal,Commercial
Inverclyde,2020,153.79,Electricity,Industrial & Commercial
Stirling,2020,179.812,Electricity,Domestic
Stirling,2020,131.553,Electricity,Industrial
Stirling,2020,3348.679,All,All
South Lanarkshire,2020,126.646,Petroleum Products,Agriculture
Inverclyde,2020,14.115,Petroleum Products,Industrial
Inverclyde,2020,0.417,Coal,Domestic
South Lanarkshire,2020,2701.554,All,Domestic
Fife,2020,1442.939,Electricity,All
South Lanarkshire,2020,122.591,Petroleum Products,Domestic
Fife,2020,0,Coal,Agriculture
Inverclyde,2020,364.609,Petroleum Products,All
Fife,2020,0,Petroleum Products,Public Sector
Inverclyde,2020,488.705,Gas,Domestic
Inverclyde,2020,137.621,Gas,Commercial
Fife,2020,819.696,Electricity,Industrial & Commercial
Stirling,2020,412.1,Bioenergy & Wastes,Industrial
South Lanarkshire,2020,325.007,Gas,Industrial
Inverclyde,2020,0.463,Coal,All
Inverclyde,2020,6.167,Bioenergy & Wastes,Domestic
Highland,2020,0,Coal,Agriculture
Highland,2020,225.864,Gas,Commercial
Highland,2020,1.736,Coal,Commercial
Aberdeen City,2020,0,Coal,Rail
Aberdeen City,2020,147.599,Bioenergy & Wastes,All
East Dunbartonshire,2020,360.22,Petroleum Products,Road Transport
Highland,2020,745.772,Electricity,Industrial & Commercial
Clackmannanshire,2020,416.738,All,Domestic
Aberdeen City,2020,4781.699,All,All
East Dunbartonshire,2020,2.148,Manufactured Fuels,All
Clackmannanshire,2020,0,Coal,Agriculture
Aberdeen City,2020,52.912,Bioenergy & Wastes,Road Transport
East Dunbartonshire,2020,0,Coal,Agriculture
Clackmannanshire,2020,1693.166,All,All
Highland,2020,1144.31,Gas,All
Aberdeen City,2020,7.786,Petroleum Products,Rail
Aberdeen City,2020,576.9,Electricity,Industrial & Commercial
Clackmannanshire,2020,209.783,Electricity,Industrial & Commercial
Clackmannanshire,2020,0.223,Petroleum Products,Commercial
Highland,2020,310.074,Petroleum Products,Agriculture
Aberdeen City,2020,307.282,Electricity,Industrial
Highland,2020,100.704,Bioenergy & Wastes,Road Transport
Highland,2020,19.018,Manufactured Fuels,Domestic
East Dunbartonshire,2020,0.9,Coal,Industrial
Inverclyde,2020,0.15,Petroleum Products,Public Sector
Fife,2020,0.905,Coal,Public Sector
Inverclyde,2020,0,Coal,Rail
Inverclyde,2020,356.228,All,Transport
Highland,2020,4.259,Coal,Public Sector
Aberdeen City,2020,19.112,Bioenergy & Wastes,Domestic
Aberdeen City,2020,2.33,Coal,Public Sector
Clackmannanshire,2020,1.299,Manufactured Fuels,Industrial
Aberdeen City,2020,980.492,All,Transport
East Dunbartonshire,2020,1.992,Coal,All
East Dunbartonshire,2020,936.32,Gas,All
East Dunbartonshire,2020,1.083,Coal,Domestic
Highland,2020,1821.275,All,Transport
Clackmannanshire,2020,450.773,Gas,Industrial
Stirling,2020,387.516,Gas,Industrial
Clackmannanshire,2020,19.097,Petroleum Products,Industrial
Stirling,2020,947.392,Petroleum Products,All
Fife,2020,1928.778,All,Transport
Fife,2020,90.199,Petroleum Products,Agriculture
Stirling,2020,14.227,Petroleum Products,Rail
Fife,2020,6800.05,Petroleum Products,All
Stirling,2020,44.541,Bioenergy & Wastes,Road Transport
Fife,2020,47.651,Bioenergy & Wastes,Domestic
Stirling,2020,426.794,Electricity,All
Clackmannanshire,2020,0.026,Coal,Public Sector
Stirling,2020,275.338,Bioenergy & Wastes,Commercial
Fife,2020,2349.961,Gas,Domestic
Fife,2020,3140.553,All,Domestic
Fife,2020,61.62,Petroleum Products,Rail
Fife,2020,2.127,Petroleum Products,Commercial
Highland,2020,54.704,Coal,All
Clackmannanshire,2020,0,Coal,Industrial
Inverclyde,2020,1469.074,All,All
Fife,2020,4781.689,Petroleum Products,Industrial
Stirling,2020,809.164,All,Transport
Fife,2020,2.532,Coal,Industrial
Fife,2020,1764.167,Petroleum Products,Road Transport
Stirling,2020,316.86,Gas,Commercial
Inverclyde,2020,0,Coal,Agriculture
Fife,2020,623.243,Electricity,Domestic
Inverclyde,2020,1.471,Manufactured Fuels,Domestic
Inverclyde,2020,168.308,Gas,Industrial
Stirling,2020,750.395,Petroleum Products,Road Transport
Clackmannanshire,2020,243.695,Petroleum Products,All
Clackmannanshire,2020,296.505,Electricity,All
Clackmannanshire,2020,216.474,All,Transport
Clackmannanshire,2020,0,Petroleum Products,Public Sector
Stirling,2020,1217.572,Gas,All
Clackmannanshire,2020,0,Bioenergy & Wastes,Commercial
Inverclyde,2020,81.915,Electricity,Industrial
South Lanarkshire,2020,2547.771,Gas,All
Inverclyde,2020,25.258,Bioenergy & Wastes,All
South Lanarkshire,2020,6318.375,All,All
South Lanarkshire,2020,0.021,Petroleum Products,Public Sector
Stirling,2020,0.545,Manufactured Fuels,Industrial
Clackmannanshire,2020,0.034,Coal,Commercial
Inverclyde,2020,0,Bioenergy & Wastes,Commercial
Inverclyde,2020,794.634,Gas,All
Inverclyde,2020,337.002,Petroleum Products,Road Transport
Fife,2020,100.248,Petroleum Products,Domestic
Inverclyde,2020,19.091,Bioenergy & Wastes,Road Transport
Fife,2020,16.853,Manufactured Fuels,Industrial
South Lanarkshire,2020,0,Coal,Agriculture
Inverclyde,2020,0.134,Petroleum Products,Rail
Inverclyde,2020,482.291,All,Industrial & Commercial
Inverclyde,2020,0.319,Petroleum Products,Commercial
Clackmannanshire,2020,1130,Gas,All
Inverclyde,2020,5.142,Petroleum Products,Domestic
Highland,2020,40.411,Petroleum Products,Rail
Fife,2020,436.606,Electricity,Industrial
Clackmannanshire,2020,9.593,Petroleum Products,Domestic
Clackmannanshire,2020,11.827,Bioenergy & Wastes,Road Transport
Stirling,2020,0.762,Petroleum Products,Commercial
Stirling,2020,0,Coal,Rail
Clackmannanshire,2020,0.938,Coal,Domestic
Inverclyde,2020,128.653,Electricity,Domestic
Stirling,2020,246.982,Electricity,Industrial & Commercial
Stirling,2020,513.195,Gas,Domestic
Inverclyde,2020,7.748,Petroleum Products,Agriculture
Clackmannanshire,2020,86.722,Electricity,Domestic
Clackmannanshire,2020,368.584,Gas,Commercial
Fife,2020,10.307,Coal,All
Fife,2020,6.608,Coal,Domestic
Inverclyde,2020,71.875,Electricity,Commercial
Moray,2020,59.506,Bioenergy & Wastes,Industrial
West Lothian,2020,29.528,Petroleum Products,Agriculture
Glasgow City,2020,261.614,Petroleum Products,Industrial
Moray,2020,0,Manufactured Fuels,Industrial
Moray,2020,0.322,Coal,Public Sector
West Lothian,2020,3.827,Manufactured Fuels,Industrial
South Ayrshire,2020,1054.62,All,Industrial & Commercial
South Ayrshire,2020,6.074,Manufactured Fuels,All
Midlothian,2020,99.563,Electricity,Industrial
South Ayrshire,2020,113.479,Petroleum Products,Industrial
Perth and Kinross,2020,8.47,Manufactured Fuels,Domestic
West Lothian,2020,289.776,Electricity,Domestic
South Ayrshire,2020,3.499,Petroleum Products,Rail
West Lothian,2020,0,Bioenergy & Wastes,Commercial
South Ayrshire,2020,106.131,Petroleum Products,Agriculture
South Ayrshire,2020,0,Petroleum Products,Public Sector
Moray,2020,461.918,Electricity,All
Moray,2020,127.93,Electricity,Commercial
South Ayrshire,2020,909.875,Petroleum Products,All
Highland,2020,2.556,Coal,Rail
Stirling,2020,50.455,Petroleum Products,Industrial
East Dunbartonshire,2020,76.44,Electricity,Industrial
Highland,2020,1677.604,Petroleum Products,Road Transport
Clackmannanshire,2020,3.166,Manufactured Fuels,All
Aberdeen City,2020,2351.605,Gas,All
Stirling,2020,0.203,Coal,Public Sector
Aberdeen City,2020,307.875,Petroleum Products,Industrial
Fife,2020,494.902,Gas,Commercial
Midlothian,2020,186.922,Electricity,Industrial & Commercial
South Ayrshire,2020,200.804,Electricity,Domestic
South Ayrshire,2020,660.113,All,Transport
South Ayrshire,2020,989.757,All,Domestic
Perth and Kinross,2020,732.921,Gas,Domestic
Perth and Kinross,2020,4.813,Bioenergy & Wastes,Commercial
West Lothian,2020,0,Coal,Agriculture
Midlothian,2020,0.641,Coal,Public Sector
South Ayrshire,2020,2704.49,All,All
South Ayrshire,2020,0,Coal,Rail
West Lothian,2020,69.263,Bioenergy & Wastes,Road Transport
Perth and Kinross,2020,1.149,Petroleum Products,Commercial
Perth and Kinross,2020,165.43,Petroleum Products,Agriculture
South Ayrshire,2020,122.34,Electricity,Industrial
Midlothian,2020,22.693,Petroleum Products,Agriculture
Midlothian,2020,0.274,Coal,Commercial
Midlothian,2020,87.359,Electricity,Commercial
Shetland Islands,2020,0,Gas,Industrial
Shetland Islands,2020,0,Coal,Rail
Glasgow City,2020,1000.829,Gas,Commercial
Moray,2020,95.002,Petroleum Products,Agriculture
Moray,2020,817.474,All,Domestic
West Lothian,2020,10.221,Petroleum Products,Rail
West Lothian,2020,0,Coal,Rail
Shetland Islands,2020,544.392,All,All
Shetland Islands,2020,5.881,Coal,All
Midlothian,2020,0,Manufactured Fuels,Industrial
Perth and Kinross,2020,2083.51,Petroleum Products,All
South Ayrshire,2020,107.345,Electricity,Commercial
Midlothian,2020,70.76,Gas,Commercial
South Ayrshire,2020,4.629,Manufactured Fuels,Domestic
Perth and Kinross,2020,1326.629,All,Domestic
Moray,2020,188.186,Electricity,Domestic
Perth and Kinross,2020,0,Petroleum Products,Public Sector
Midlothian,2020,146.271,Electricity,Domestic
Midlothian,2020,3.302,Manufactured Fuels,All
Midlothian,2020,19.211,Bioenergy & Wastes,Industrial
Midlothian,2020,445.131,All,Industrial & Commercial
South Ayrshire,2020,0.717,Petroleum Products,Commercial
Perth and Kinross,2020,87.216,Petroleum Products,Industrial
South Ayrshire,2020,620.041,Petroleum Products,Road Transport
Perth and Kinross,2020,3951.04,All,All
South Ayrshire,2020,331.525,Gas,Industrial
South Ayrshire,2020,3.001,Coal,All
East Dunbartonshire,2020,82,Gas,Industrial
Highland,2020,3012.625,Petroleum Products,All
Aberdeen City,2020,13.763,Coal,Industrial
Fife,2020,12.007,Bioenergy & Wastes,Industrial
Fife,2020,8.022,Bioenergy & Wastes,Commercial
Clackmannanshire,2020,98.043,Electricity,Commercial
Aberdeen City,2020,4.533,Manufactured Fuels,Domestic
East Dunbartonshire,2020,787.271,Gas,Domestic
Highland,2020,422.225,Bioenergy & Wastes,Commercial
East Dunbartonshire,2020,421.956,Petroleum Products,All
Fife,2020,605.259,Gas,Industrial
Stirling,2020,781.966,All,Domestic
Stirling,2020,1.135,Coal,Industrial
Stirling,2020,0.477,Petroleum Products,Public Sector
Fife,2020,3450.123,Gas,All
Highland,2020,63.659,Bioenergy & Wastes,Domestic
Highland,2020,19.535,Manufactured Fuels,All
Stirling,2020,15.492,Bioenergy & Wastes,Domestic
Highland,2020,0.516,Manufactured Fuels,Industrial
Aberdeen City,2020,13.291,Manufactured Fuels,All
Highland,2020,329.245,Petroleum Products,Industrial
Clackmannanshire,2020,10.133,Petroleum Products,Agriculture
Clackmannanshire,2020,6.976,Bioenergy & Wastes,Domestic
Clackmannanshire,2020,204.469,Petroleum Products,Road Transport
East Dunbartonshire,2020,9.175,Petroleum Products,Agriculture
Clackmannanshire,2020,18.802,Bioenergy & Wastes,All
Aberdeen City,2020,11.7,Petroleum Products,Agriculture
Aberdeen City,2020,0,Coal,Agriculture
Aberdeen City,2020,1.151,Petroleum Products,Commercial
East Dunbartonshire,2020,341.015,All,Industrial & Commercial
Highland,2020,6847.367,All,All
East Dunbartonshire,2020,180.119,Electricity,Domestic
East Dunbartonshire,2020,0.306,Petroleum Products,Commercial
East Dunbartonshire,2020,0,Petroleum Products,Public Sector
Highland,2020,651.888,Electricity,Domestic
Aberdeen City,2020,387.811,Electricity,Domestic
Highland,2020,276.228,Gas,Industrial
Aberdeen City,2020,17.848,Coal,All
Aberdeen City,2020,21.559,Petroleum Products,Domestic
Aberdeen City,2020,964.712,Electricity,All
East Dunbartonshire,2020,323.629,Electricity,All
Highland,2020,3.202,Petroleum Products,Commercial
Clackmannanshire,2020,0.998,Coal,All
Aberdeen City,2020,45.305,Bioenergy & Wastes,Industrial
East Dunbartonshire,2020,5.311,Petroleum Products,Rail
Highland,2020,618.198,Petroleum Products,Domestic
East Dunbartonshire,2020,7.691,Bioenergy & Wastes,Domestic
Stirling,2020,4.413,Coal,All
Stirling,2020,2.875,Coal,Domestic
Fife,2020,12.841,Manufactured Fuels,Domestic
Fife,2020,102.991,Bioenergy & Wastes,Road Transport
Highland,2020,1218.534,Bioenergy & Wastes,All
Highland,2020,3018.015,All,Industrial & Commercial
East Dunbartonshire,2020,28.211,Bioenergy & Wastes,All
Highland,2020,397.23,Electricity,Industrial
Clackmannanshire,2020,1.867,Manufactured Fuels,Domestic
Clackmannanshire,2020,1059.953,All,Industrial & Commercial
Fife,2020,29.694,Manufactured Fuels,All
Stirling,2020,0,Coal,Agriculture
Highland,2020,13.096,Coal,Domestic
Highland,2020,642.218,Gas,Domestic
Highland,2020,2008.077,All,Domestic
Clackmannanshire,2020,0,Bioenergy & Wastes,Industrial
Stirling,2020,64.976,Petroleum Products,Agriculture
Clackmannanshire,2020,310.643,Gas,Domestic
Clackmannanshire,2020,111.74,Electricity,Industrial
Clackmannanshire,2020,0,Coal,Rail
Highland,2020,33.89,Petroleum Products,Public Sector
Aberdeen City,2020,16.78,Petroleum Products,Public Sector
Stirling,2020,0.2,Coal,Commercial
Fife,2020,6834.453,All,Industrial & Commercial
Clackmannanshire,2020,0.178,Petroleum Products,Rail
Stirling,2020,5.037,Manufactured Fuels,All
Fife,2020,11903.784,All,All
North Lanarkshire,2020,8.659,Manufactured Fuels,Domestic
Glasgow City,2020,1.253,Manufactured Fuels,Industrial
West Dunbartonshire,2020,7.974,Petroleum Products,Agriculture
West Dunbartonshire,2020,0.496,Manufactured Fuels,Domestic
West Dunbartonshire,2020,0.789,Petroleum Products,Rail
Orkney Islands,2020,0,Gas,Industrial
Shetland Islands,2020,6.418,Bioenergy & Wastes,Commercial
Glasgow City,2020,789.486,Electricity,Industrial
Glasgow City,2020,3.641,Manufactured Fuels,All
Moray,2020,273.732,Electricity,Industrial & Commercial
Glasgow City,2020,0,Bioenergy & Wastes,Industrial
Orkney Islands,2020,0,Manufactured Fuels,Industrial
Glasgow City,2020,0,Coal,Rail
Shetland Islands,2020,67.671,Petroleum Products,Industrial
Shetland Islands,2020,1.749,Coal,Domestic
Glasgow City,2020,0,Coal,Public Sector
Shetland Islands,2020,328.35,Petroleum Products,All
Orkney Islands,2020,0,Coal,Agriculture
Moray,2020,0.255,Coal,Commercial
Moray,2020,3284.754,All,All
Shetland Islands,2020,2.508,Manufactured Fuels,All
North Ayrshire,2020,96.227,Petroleum Products,Industrial
Moray,2020,145.801,Electricity,Industrial
North Lanarkshire,2020,20.266,Manufactured Fuels,Industrial
Orkney Islands,2020,137.259,Electricity,All
Orkney Islands,2020,2.434,Manufactured Fuels,All
Scottish Borders,2020,1328.756,Petroleum Products,All
North Lanarkshire,2020,1.357,Petroleum Products,Commercial
North Lanarkshire,2020,27.021,Petroleum Products,Agriculture
Glasgow City,2020,3978.412,All,Industrial & Commercial
Shetland Islands,2020,172.86,All,Domestic
Shetland Islands,2020,67.234,Petroleum Products,Agriculture
Scottish Borders,2020,144.136,Gas,Industrial
Orkney Islands,2020,94.219,All,Transport
Moray,2020,490.847,Petroleum Products,Road Transport
North Lanarkshire,2020,3061.071,Gas,All
North Ayrshire,2020,2.502,Coal,All
North Lanarkshire,2020,554.74,Gas,Industrial
West Lothian,2020,1164.956,Petroleum Products,Road Transport
